handle,rating,class,solvedCount,maxStreak
pjh9736,1277,0,124,3
powldhks,1277,2,179,6
ramiregi,1277,4,202,6
ruddnrdl,1277,3,128,4
runway3207,1277,4,276,71
ry0218,1277,4,920,874
sabamsabam,1277,4,303,46
sangtalk,1277,4,463,18
slfkak,1277,4,173,4
snrneh3,1277,3,175,5
sun990422,1277,4,281,12
sxxljxxxxn,1277,1,170,4
tnsrb486,1277,3,590,12
tomato_o,1277,3,290,8
vlwli99,1277,3,142,18
whwnsdud4592,1277,3,157,6
wlsrn331,1277,3,242,16
woocity16,1277,2,286,20
yki2k,1277,3,176,14
yong_g,1277,3,342,15
aa846811,1276,1,240,14
akame312,1276,3,325,54
akdgns13,1276,0,125,10
batlove108,1276,3,305,17
belllead,1276,4,185,5
bjb6478,1276,4,172,6
black9769,1276,4,305,6
dbsduddls09,1276,4,289,5
denniskang1,1276,4,142,9
dhgg321,1276,4,172,10
dkstjswjd83,1276,4,151,4
dntjd292,1276,3,401,189
ela87,1276,0,125,4
etut12,1276,3,232,1
ghtks91,1276,3,362,7
gmj3031,1276,3,305,23
gom991,1276,3,203,3
gorany3105,1276,3,308,12
haru2640,1276,3,313,72
hitlbh,1276,4,209,8
ihp001,1276,3,256,3
jabia09,1276,4,236,117
jake0403,1276,3,216,6
jomulagy688,1276,3,160,7
kcw6621,1276,4,210,4
kijh30123,1276,2,217,16
kimdg1122,1276,2,214,4
kwanwoo0705,1276,3,303,14
kyrae604,1276,3,136,8
leopard,1276,3,255,52
lhs7370,1276,1,268,7
ljh453,1276,2,148,6
ly8844,1276,4,198,17
monisu2001,1276,4,217,13
mwgjulie,1276,1,184,9
myers,1276,4,175,6
naite0928,1276,1,219,6
nestnote,1276,3,323,13
plzfday,1276,3,349,15
qlgks1,1276,1,182,1
rc3327,1276,4,128,4
reneejoo22,1276,2,557,83
rhdms750,1276,3,208,7
sab51,1276,2,155,36
samdo102,1276,3,208,7
scald,1276,0,126,6
sejchae,1276,3,207,4
seungwoo321,1276,0,189,12
siaksiak,1276,2,151,6
sojk401,1276,3,306,38
sutekine,1276,0,131,0
sw801733,1276,3,414,64
tjrdud6412,1276,4,231,33
tnsals0709,1276,3,147,3
uchanjiy,1276,0,150,4
wjdwlskk,1276,4,255,5
wkddmstn0131,1276,3,369,25
wonzero,1276,3,240,14
ynlio117,1276,3,550,78
26rlgusdl,1275,4,161,6
7719s,1275,3,267,5
away,1275,4,224,30
ay01230,1275,1,190,5
brewers,1275,4,231,113
cubist,1275,1,236,3
dh031200,1275,4,639,294
dohun1017,1275,0,161,12
eatgugbab,1275,3,238,74
etyoungsu,1275,3,199,5
fltk1004,1275,3,196,4
gnues1027,1275,2,249,5
gusxor034,1275,3,271,6
harlock,1275,3,186,15
hdh3433,1275,3,246,19
hellotidavid,1275,4,200,45
hye1nu13,1275,4,212,21
hykiop63,1275,0,125,6
hyun7949,1275,0,162,6
iceamericanol,1275,4,295,27
imgs,1275,4,124,5
choar816,1273,4,223,10
connor,1273,4,237,53
daffodil,1273,3,201,25
djwnsgh0248,1273,4,199,61
dnjsqls2008,1273,3,190,7
dong1998,1273,3,268,18
emma2007baek,1273,2,203,6
gari0103,1273,4,324,65
hch3245,1273,3,246,77
hu6148,1273,2,234,7
j1h00,1273,3,113,3
jhoh0518,1273,1,205,1
jted0537,1273,4,102,2
jukha076,1273,3,226,9
jwww98730,1273,4,270,28
jyjg7218,1273,3,251,1
kad03004,1273,3,129,10
kghees,1273,3,658,37
koreatstm,1273,4,346,5
loghanbit,1273,3,175,2
ly0738,1273,3,298,1
menstoo121,1273,3,120,6
meungjin,1273,3,266,9
mseo39,1273,2,225,11
new5162,1273,3,159,3
oneyear,1273,2,238,9
pbk95120,1273,3,232,11
pch6590,1273,3,407,100
reldn,1273,4,256,17
rl0425,1273,4,153,5
rnjswldnd,1273,4,238,1
robert_min,1273,3,191,5
royalcircle97,1273,3,207,6
royjwseo,1273,3,280,3
sdi1358,1273,1,169,11
sj0628815,1273,4,129,10
son7,1273,3,270,6
soom9611,1273,2,167,6
sssm0928,1273,3,290,5
thomas1011,1273,4,257,6
tjwjd4605,1273,4,300,5
tkdals3707,1273,1,198,1
tmsksfh2012,1273,3,290,6
wjdgnsx94,1273,3,139,2
wlsehfdl95,1273,1,203,8
wnsrlf0721,1273,3,304,13
yoojinjangjang,1273,0,171,11
zmfl1230,1273,0,127,6
zzqq3902,1273,4,293,12
akstp88,1272,3,212,7
gangd0dan,1274,3,296,56
goodjav141592,1274,3,175,64
guswhd5738,1274,4,155,6
hangji0124,1274,3,176,1
hyeonslove,1274,1,186,6
jack0928,1274,4,348,7
jaja1012,1274,2,192,6
jiyolla,1274,0,124,1
jseobi3951,1274,2,255,8
jychoi0324,1274,3,416,5
kangho1117,1274,4,537,327
ldeadlysinx,1274,3,172,6
lodger0812,1274,4,319,51
mari5669,1274,3,157,7
min000914,1274,3,247,3
mwb1997,1274,4,189,38
ncsual,1274,4,139,11
pika,1274,4,277,87
pjbae2007,1274,3,282,9
rmsdhcjswo,1274,2,298,6
rudals9901,1274,3,153,6
ryan040,1274,4,207,13
seha7527,1274,4,136,14
seoulin1234,1274,4,1424,196
shalomhi22,1274,0,120,5
shinbonggyu,1274,4,119,6
skyblue5023,1274,3,240,16
ssh01666,1274,4,172,13
ssh224,1274,1,180,6
swe,1274,4,370,10
tjsgh2770,1274,3,261,6
tmddn0512,1274,4,244,48
tmdfur11,1274,3,119,8
toctoce,1274,3,264,54
ure9595,1274,3,189,4
wh4044,1274,1,203,1
won4932,1274,3,177,5
yelkim0210,1274,3,204,15
youlia73,1274,3,195,17
yubin1135,1274,3,233,5
yunbinni,1274,2,267,10
1imvo777,1273,3,208,40
513sojin,1273,3,305,100
agari,1273,3,253,18
all4359,1273,3,376,1
athexplorer,1273,3,195,17
baek2back,1273,3,231,1
bay00525,1273,3,245,67
beom0124,1273,4,243,14
ccccssung,1273,3,332,12
wdh8890,1272,3,342,146
wjddn0308,1272,2,255,18
wjdrbs96,1272,3,323,3
wjswoghks,1272,3,276,9
wltjr1426,1272,3,243,26
wogus3602,1272,3,232,1
woody35545,1272,3,295,20
zazachucky,1272,4,112,9
zokj0691,1272,3,137,7
alsgh5663,1271,4,107,11
anwjr41,1271,4,274,71
asebn121,1271,4,121,4
asltn99,1271,3,314,27
bellllll,1271,0,136,5
chitang,1271,3,214,23
chldntjs555,1271,3,258,3
dyk6208,1271,4,238,14
ejong2,1271,3,572,245
embers,1271,4,183,4
etkim02,1271,3,220,16
flxmaut10,1271,3,371,6
greeting_man,1271,3,195,48
hanjise0ng,1271,3,225,19
hopeful119,1271,3,180,6
hyerdd,1271,3,188,11
hyerin0611,1271,3,276,9
jk9829249,1271,3,237,5
jpg09096,1271,2,180,10
jyej3154,1271,4,163,1
khj566977,1271,3,331,29
kimjeongtae,1271,3,311,11
kjy915875,1271,3,206,8
knh6269,1271,4,223,14
kongsa0419,1271,2,220,6
krodu,1271,3,220,47
kyy627,1271,2,192,1
l0509kb,1271,3,186,31
lyssoi,1271,0,108,9
march0320,1271,0,180,5
pl10hg,1271,3,132,0
qorwns0123,1271,4,293,10
renecantata,1271,0,351,2
reversing,1271,3,579,1
roro_rolling14,1271,3,272,115
semin015123,1271,4,407,9
shj721553,1271,3,159,15
skagus159632,1271,2,218,15
slumbone,1271,3,352,48
tlsxodnjs147,1271,3,257,10
totallynotspyware,1271,0,99,5
jack3409,1275,3,337,8
javva,1275,3,198,26
jisu0101j,1275,3,227,5
jks961616,1275,3,331,3
junone,1275,3,217,65
kjg9301,1275,3,258,12
kkkd991020,1275,3,288,17
kms1998,1275,4,321,17
kmw6101,1275,4,227,13
kseon0828,1275,3,218,10
ksknh7,1275,3,419,2
kyoungjin,1275,4,580,5
lucy3041,1275,4,187,33
mascari4615,1275,4,493,157
meh6034,1275,3,209,19
pchanwan,1275,3,161,2
pigonhae12,1275,3,158,3
remicon99,1275,3,222,4
rloldl22,1275,1,179,6
sbslc2000,1275,4,187,14
sikugeon,1275,3,149,19
sms1599,1275,4,191,6
snailw,1275,3,329,5
sstuv22,1275,3,161,60
stu0430,1275,3,719,256
summerluna,1275,0,206,1
sun_root,1275,4,250,7
superego0706,1275,3,317,142
talent0103,1275,4,276,9
urwrstnightmare,1275,2,153,6
wanderer5507,1275,4,358,177
wdg3938,1275,4,183,13
whddk4415,1275,4,143,1
y42nn,1275,0,70,4
yeunda,1275,2,373,8
yyungyn,1275,4,170,10
anyeji1220,1274,3,188,1
bangs5282,1274,3,158,6
copper09,1274,3,1028,15
cufft,1274,3,219,19
dbwlgns98,1274,0,158,4
dduosy,1274,3,232,13
delay_100,1274,3,234,28
digital7530,1274,1,183,10
dltk456,1274,3,317,136
dragonbead95,1274,3,289,5
eclipspy,1274,3,188,16
eestringz,1274,3,200,5
ehdclr,1274,4,178,4
alsgh4098,1272,3,155,4
apple4eversj,1272,5,78,4
bmh7190,1272,3,297,9
bogsoony12,1272,0,100,6
chelim1215,1272,3,208,6
chiron,1272,3,191,1
chs7720,1272,3,336,11
coffeeboy,1272,3,333,73
cs315033,1272,3,336,42
cssopy,1272,3,252,6
dagonlee,1272,3,128,7
dbskim234,1272,3,167,7
dohyeondol,1272,3,409,54
dudwls9457,1272,3,306,15
emty,1272,3,275,6
flha369,1272,0,159,2
goharrm,1272,1,192,6
harry6659,1272,3,280,78
heebum417,1272,4,157,41
hibeen1,1272,3,195,8
iptt,1272,0,175,10
jiho8345,1272,4,204,3
jmn9798,1272,3,273,36
joch4267,1272,3,336,31
kafka,1272,3,222,6
kastenguck15,1272,3,192,6
kevinshin123,1272,3,181,4
ksy123,1272,4,199,1
lcy042000,1272,3,200,17
leejaehyuck9,1272,3,132,5
leejinzero,1272,0,140,1
mail828253,1272,0,157,7
omins,1272,3,214,6
on_you,1272,3,587,102
qlenfrl9914,1272,2,365,6
rfvtgbyh11,1272,1,184,4
rlaehdwn60,1272,3,282,5
ryuflower,1272,3,361,5
seowj95,1272,4,125,1
sghoregooteitehoo03,1272,4,115,5
shinjigo321,1272,4,205,16
sijinni,1272,3,158,2
silverking,1272,4,153,11
sinen0308,1272,4,195,5
sjn3649,1272,4,137,6
sjoh0704,1272,3,142,6
stu22,1272,3,398,265
tjddn8770,1272,3,200,1
tph02361,1272,1,217,51
us13579,1272,4,257,23
myhome1204,1270,3,297,13
ondal1997,1270,0,173,1
plox,1270,3,283,5
progosu,1270,3,240,10
rhojingoo,1270,2,226,6
rlqls08,1270,0,202,11
rnjsqudtjr00,1270,3,172,5
seankim0,1270,4,232,20
seungbok3240,1270,3,134,9
sts07024,1270,4,218,99
tigger97,1270,4,294,6
totoll13,1270,3,170,8
vina1601,1270,4,219,12
violette17,1270,3,234,1
vip8643,1270,3,201,6
whiskey21,1270,0,130,12
wishing12,1270,1,170,29
wjdgm2479,1270,3,309,8
yeosu623,1270,3,385,6
ygpororo,1270,3,301,5
34suuuuu,1269,4,164,36
aba0327,1269,4,249,7
ap3334,1269,3,258,7
backfto,1269,4,226,21
bepyan,1269,2,165,3
chloebh9,1269,3,451,117
cjstjdgh,1269,4,212,47
cleverdevk,1269,1,160,1
crispy3092,1269,3,218,40
cysyes0403,1269,4,398,134
dbsgud101,1269,3,168,5
dltmdwls1227,1269,4,270,74
dongjamgoon,1269,3,310,8
duckback45,1269,2,335,43
fhsuqwo,1269,3,388,18
gdtknight,1269,3,251,6
grnd97,1269,3,148,6
gusghk115,1269,3,354,218
heatz123,1269,0,185,2
hyunicho62,1269,3,194,2
idkim97,1269,3,228,6
ismania1,1269,2,226,6
isp2490,1269,3,153,0
iwin1203,1269,4,118,10
jihwan_05,1269,3,265,4
jiwon0929,1269,2,209,11
jjeom122,1269,4,164,9
kbm0652,1269,4,264,6
kdhehsl,1269,0,153,8
kibum414,1269,3,223,6
kim9894,1269,4,253,5
kinggodcatmomo,1269,2,235,6
kopasd992,1269,5,91,12
kscodebase,1269,3,318,2
ksj6050,1269,0,111,4
lonel90,1269,4,299,13
lostchild,1269,3,211,5
minwoo2944,1269,3,161,6
nhs5036,1269,3,256,9
nmy2511,1269,3,209,1
pcyeon07,1269,3,229,10
pgh123166,1269,3,189,7
phd0801,1269,3,284,49
powr218,1269,3,327,19
rete510,1269,4,143,1
rhyuys115,1269,3,246,2
rnjsdlf1998,1269,0,117,5
rskanun,1269,1,208,108
saintpingu,1269,4,215,6
sd990307,1269,4,208,32
seotj0413,1269,3,229,10
siasky21,1269,4,224,0
siugan,1269,3,215,4
syh5477,1269,3,119,1
tlagustjr9,1269,3,262,10
wltjdus0208,1269,3,146,1
woonn97,1269,4,196,7
yheji0321,1269,0,141,12
ykyk,1269,3,238,9
021skyfall,1268,3,397,4
2017136116,1268,4,142,14
9rooming,1268,3,198,8
ajb8406,1268,3,197,2
alccount1024,1268,0,146,2
chae0801,1268,1,220,1
clemen98,1268,3,296,3
da1907,1268,0,241,1
dalmun,1268,3,396,69
dbfwjs991105,1268,3,432,24
deca3248,1268,0,163,6
dev_moon,1268,0,123,3
dibgh,1268,3,159,2
disasterkids1591,1268,3,183,8
dkdpdl1231,1268,3,216,6
dltjsdyd63,1268,4,207,7
donghyun5434,1268,3,168,6
doubleknd26,1268,3,142,4
eodms090,1268,3,286,7
fjwldap,1268,0,125,4
goeun,1268,3,248,6
hoonloper,1268,3,365,13
hs4609,1268,3,248,40
jeongyun1206,1268,3,307,4
jhanoo,1268,4,220,4
joomj2000,1268,3,291,6
kimil2002,1268,3,280,13
leejihoo25,1268,1,158,1
likemike,1268,3,135,8
lks7867,1268,4,217,21
lyre73,1268,3,180,38
mmch3211,1268,4,138,3
ms98127,1268,3,467,5
naro_kim,1268,3,251,12
ntf7595,1268,3,309,78
okvv26,1268,3,320,5
pd3chae,1268,0,127,8
pyliasec,1268,0,176,23
sam12456,1268,4,220,32
skj4244,1268,3,194,14
skytree2002,1268,4,444,22
soul4927,1268,3,203,5
sss4920,1268,3,277,9
thrkdkfl,1268,4,211,21
tkddnslee,1268,3,234,8
tkdvlftj1,1268,4,181,3
yhs1887,1268,3,262,2
yj0624,1268,1,337,6
yubin000217,1268,4,234,52
yui5227,1268,0,195,8
zhtkdzjtkd,1268,2,207,10
abba210,1267,4,195,8
adafg1204,1267,3,237,3
awcrgym,1267,4,297,13
b0aeiou,1267,1,186,1
brick_by_brick,1267,3,191,156
cblimmm,1267,0,144,2
chans0519,1267,3,141,20
dan2kk,1267,3,205,7
dlrkdgur3130,1267,4,159,49
dlwlsdn9633,1267,2,230,66
dntjr4772,1267,3,129,4
doitforme,1267,3,435,224
eastho0116,1267,2,292,5
ehdgus6876,1267,2,191,1
evvgreen,1267,3,391,5
fldjzksms,1267,4,240,1
gdypc,1267,2,207,3
gnsrudqor,1267,3,226,7
gsh244400,1267,3,265,6
hankookin,1267,4,212,25
tron_god,1271,4,293,91
vvipconcert,1271,3,367,18
wldnswldnswl,1271,4,155,1
xorbs578,1271,0,178,7
yongwook1103,1271,3,249,7
youeuijung,1271,2,239,6
young_kim,1271,0,273,1
zerogone,1271,3,259,3
zhishow,1271,0,106,5
abok200,1270,4,245,11
als7386,1270,3,269,20
andonia,1270,3,445,97
appealso,1270,3,232,5
basaltonmarble,1270,3,228,8
bdwife,1270,3,674,463
blueboy,1270,4,282,13
chanho0325,1270,3,221,8
chankipapa,1270,3,344,5
choistar,1270,0,131,7
ckdghks87,1270,1,487,6
dhdnqkrtk22,1270,3,334,36
dolphin33,1270,2,252,9
dongdong1014,1270,3,155,5
dongglim,1270,3,261,13
eugene6124,1270,3,437,9
gimseonmo,1270,3,386,51
glory222,1270,1,198,8
gongwho,1270,4,225,2
guhyun9454,1270,3,411,140
hansukjinid,1270,3,201,16
hk924,1270,4,249,65
iamkangjh,1270,2,327,3
ija06598,1270,4,247,83
jealee,1270,3,155,0
jeongki0207,1270,0,166,5
jjun,1270,3,301,16
jyjjyj,1270,3,314,64
kcxcr,1270,4,182,5
kimdw2603,1270,3,325,6
kojimyung1206,1270,3,245,13
kyungjinkim,1270,3,206,4
lee980605,1270,3,174,25
lester07,1270,3,187,5
liardanc3,1270,4,178,118
ls4221,1270,4,118,2
lsjbh45,1270,4,174,4
minds92,1270,2,212,3
mooul0529,1270,4,208,12
mrrupin,1270,4,295,21
dongpang1014,1266,0,157,1
ehdgk0900,1266,3,255,5
eosun77,1266,4,166,13
flflower,1266,1,254,2
fsag85,1266,3,500,22
ganu4522,1266,3,125,2
ghzm777,1266,3,219,7
gojeasuk3,1266,1,174,1
hahiho716,1266,3,206,1
iji_shin,1266,0,202,5
imygnam,1266,3,260,2
jk4986,1266,3,114,1
jslee2769,1266,3,110,4
june8011,1266,1,138,4
kdyun01,1266,3,225,12
kimchanhyung98,1266,2,1262,6
kimsg125,1266,4,228,5
kjhktc,1266,3,348,4
kkwjdfo,1266,4,150,6
kmt0405,1266,4,146,2
kw7321,1266,4,250,9
lll_ll_ll,1266,4,260,22
loiloi621,1266,3,149,9
maizer51,1266,3,229,3
nameworld,1266,4,276,12
orb_of_zone,1266,3,227,1
pitou106,1266,4,299,6
pjh172839,1266,3,439,48
porpyry,1266,4,311,64
prkjnsk,1266,4,369,79
rapirain,1266,4,144,4
rlaehdms4464,1266,4,210,22
seed14,1266,0,150,11
seoha0706,1266,3,152,6
sge0225,1266,4,132,10
silenterosion,1266,0,153,16
sjh17,1266,0,153,5
skygurwn96,1266,3,492,6
soren9,1266,3,382,103
suesue89,1266,3,242,7
sunjaegg0902,1266,3,246,12
suyoung998,1266,3,204,23
thispath98,1266,2,237,5
trckstr4422,1266,3,171,5
uu0078,1266,3,226,31
win198978,1266,2,258,1
ydh511,1266,1,228,5
yejin013,1266,3,180,6
yyjjmm2003,1266,4,334,104
12wowo,1265,3,190,19
heen0605,1267,2,172,3
hshong1119,1267,1,169,4
hyunsoo,1267,3,185,2
jaetti,1267,3,208,57
jooeun9199,1267,3,217,24
jth7947,1267,3,297,1
junho7778,1267,3,270,2
kdu3840,1267,3,216,22
kyk4957,1267,3,316,11
lsh0102,1267,4,257,8
marklee,1267,0,136,4
marsh1024,1267,4,312,215
melon9751,1267,0,147,2
namhm23,1267,0,126,7
pakox123,1267,3,224,18
peoshpeush,1267,3,232,17
pjw960316,1267,3,236,1
polarpheno,1267,3,235,6
poroli0119,1267,3,264,7
pyhok0914,1267,3,672,408
ra_y,1267,2,267,10
rhfpdk12,1267,3,345,2
rlafkrgus963,1267,0,140,1
rlagkswn75,1267,2,282,4
roastnuts,1267,2,236,4
ryukiyoun,1267,3,212,8
scott0910,1267,3,251,1
sharkkk,1267,3,245,68
sjw980523,1267,4,247,8
soyn224,1267,0,171,10
ssikssikii,1267,4,162,5
tldn1505,1267,4,322,109
tyeong,1267,3,381,95
vw9801,1267,2,142,5
wolfgd107,1267,3,169,7
yeong35,1267,4,240,7
yhjoo0623,1267,3,174,9
yoo789,1267,4,118,8
yslal,1267,3,160,9
yuyu2022,1267,3,256,7
2712qwer,1266,3,231,10
98pej11,1266,0,137,9
agada937,1266,0,198,5
apjw6112,1266,2,597,1
arpaap,1266,4,332,29
backsilver,1266,3,204,4
chanwlee,1266,3,245,6
darkenjoy218,1266,4,257,5
dbswlgp99,1266,3,188,5
dexter,1266,4,169,5
ghwns6659,1264,3,370,34
gksksla38,1264,3,328,133
godqhrrl1,1264,4,292,65
griezmann07,1264,3,214,6
handh1217,1264,0,133,6
hhbdgy,1264,3,147,11
hs1144,1264,3,646,102
igh01ba,1264,3,291,87
jhc980330,1264,4,212,12
jiy00n,1264,4,372,15
jjj03231,1264,3,223,4
khcho0126,1264,3,278,12
kimsh4265,1264,3,253,14
ksanghun10,1264,3,137,8
leejaejoon,1264,3,253,0
limse0204,1264,3,239,7
lsjppp1,1264,3,311,1
mandori,1264,3,235,6
manguyee,1264,3,289,8
metr0jw,1264,3,170,3
pacificair,1264,3,681,163
parksh9014,1264,1,140,9
piter0208,1264,3,279,4
pkhd5454,1264,3,200,9
psdurumi,1264,3,115,18
raoneli,1264,4,252,9
reve8049,1264,3,232,7
seolagir,1264,4,178,14
sg05138,1264,1,202,1
shk9809,1264,3,250,8
skyme,1264,3,460,48
smy6954,1264,4,360,110
taewon03,1264,4,174,24
thelastm,1264,3,218,4
tjdgh925,1264,3,217,6
tlavotl1,1264,3,274,6
wifi,1264,5,258,3
wjd5588,1264,3,453,248
wlgns8792,1264,3,333,132
wnscjf3062,1264,2,183,4
wnstlr9891,1264,3,419,7
wo2310,1264,3,170,8
zkgkthsus,1264,2,247,12
1q2w3e,1263,3,106,5
2015136119,1263,3,218,1
as9587,1263,2,178,14
ayddl39,1263,3,177,4
boyoun1113,1263,3,322,67
brian127,1263,2,266,2
caputdraconis,1263,3,355,19
agnes,1265,3,213,7
beaut98,1265,4,331,0
blackdeath,1265,3,225,7
blo_ssun,1265,1,206,5
buyminari,1265,3,202,9
cheaha0617,1265,3,214,5
chlee1001,1265,3,308,6
codesphere333,1265,4,171,2
dexaboud3,1265,3,273,2
dn06023,1265,1,229,8
dnfwlq8054,1265,3,186,1
easternpillar,1265,0,161,5
eldzntm,1265,3,291,9
erin523,1265,3,276,5
haeryung96,1265,3,306,5
healed135,1265,3,122,5
hik12,1265,2,275,6
iamwotjr,1265,3,338,44
ice0616,1265,3,230,82
iovejuny,1265,3,460,52
jisy2718,1265,4,138,6
jiunseo05,1265,3,529,260
jwk0302,1265,3,275,10
kkb360,1265,3,286,74
littleplayer,1265,4,780,146
mjkoo1226,1265,3,249,20
mmw1025,1265,3,216,5
nim924,1265,1,175,6
ohdiar,1265,3,285,4
pato39,1265,0,171,6
prote0702,1265,3,362,188
raonsol,1265,3,335,39
rkddbwls,1265,4,281,8
rnska96,1265,2,215,7
sean1007,1265,4,144,11
sjyasj,1265,4,409,68
wldud82299,1265,0,128,13
xogus2p,1265,3,188,17
yu215,1265,3,187,3
2jyoons,1264,2,218,7
airmancho,1264,1,208,15
bluespring,1264,3,341,14
choicessu,1264,3,165,13
cwoh9002,1264,3,155,7
djagksmf0817,1264,2,333,33
dldmscks,1264,2,271,3
dnjswp1471,1264,2,182,6
do9600,1264,2,225,8
dongho18,1264,3,231,10
easydong02,1264,3,272,7
cereme,1263,4,258,3
coo_ky,1263,4,330,45
csh7099,1263,3,426,25
csheo0713,1263,3,167,2
daeye,1263,3,207,1
devffein,1263,0,110,4
elitezer0,1263,1,200,14
eomjii_j,1263,0,110,9
fortuna3co,1263,3,138,6
gani0325,1263,2,319,5
gkscodus98,1263,3,234,14
hswhsm,1263,3,295,67
itlockit,1263,3,260,8
jeongiun,1263,4,488,243
jeong_2240,1263,3,325,81
jn2244,1263,3,207,13
jo2909,1263,3,286,11
jon1004kkqwe,1263,2,264,5
jpumpkin1223,1263,4,195,23
jss5187,1263,3,210,1
kim37171,1263,3,141,6
kimich1218,1263,3,331,19
kuki4818,1263,4,176,5
ldwlgus12,1263,3,841,36
lemondouble,1263,3,442,11
lion8548,1263,3,178,4
lllllllhisll,1263,0,170,1
moa2app,1263,3,736,1
myid8510,1263,1,145,1
nanjin96,1263,4,94,4
ocy1011,1263,1,174,6
pch1656,1263,3,230,38
poplar0713,1263,0,215,3
prognuri,1263,3,273,20
pwpw102,1263,3,217,11
rladuswl01,1263,3,201,8
rlaxogh5079,1263,3,514,30
rlaxogk006,1263,4,184,27
rloldl98,1263,3,409,36
sangjin256,1263,4,233,6
songkc123,1263,3,191,5
sse,1263,3,406,7
syj961019,1263,3,163,5
syl0528,1263,3,193,10
tjdtldud95,1263,3,245,8
tjgus5017,1263,4,151,1
tmddus4709,1263,3,351,16
vjslzhs,1263,3,148,4
whdduq2302,1263,3,311,21
wngh0420,1263,3,204,7
wodb0927,1263,3,208,9
wotjd0113,1263,3,271,10
wuhyun0111,1263,4,444,41
ytk030305,1263,3,535,50
ziniation,1263,3,261,12
abc1242,1262,4,211,7
bgbg789456,1262,3,334,89
cowgirl409,1262,4,203,1
daum4572,1262,3,224,7
dhwjdrb1234,1262,2,257,3
dldyddnr45,1262,3,203,19
dldyddnr7,1262,3,275,68
dliy23,1262,3,618,281
dmg06017,1262,4,146,27
ehdtndla123,1262,0,143,8
jackie032,1262,3,290,4
jdcj222,1262,2,166,5
jh0131,1262,3,189,10
jihi32123,1262,3,149,12
junco1440,1262,0,189,30
jw6133,1262,3,248,13
jy1559,1262,4,216,30
keunyoung98,1262,3,224,31
kkang4732,1262,3,127,5
kl529,1262,1,211,6
kmg28801,1262,3,168,6
ktj4060,1262,4,234,35
kyumin1227,1262,4,322,9
land_lala,1262,3,197,3
laru1072,1262,4,136,1
learningsteady0j0,1262,3,239,59
minah741,1262,4,179,79
minjun9282,1262,2,336,7
notjustmoney,1262,3,180,12
pyjune,1262,0,157,3
rkdtmddnjs97,1262,3,326,70
rnwlekdh123,1262,3,456,12
sejin1031,1262,4,233,0
seonghun337,1262,3,173,2
shdlehdwls,1262,3,131,5
sila0319,1262,3,480,180
sini_96,1262,3,317,6
sixthou,1262,3,247,1
siyun0520,1262,1,257,11
sssaic83,1262,5,100,9
st001,1262,3,261,3
star2121513,1262,2,270,7
starlight3775,1262,4,249,21
swj0515,1262,3,128,0
wkad127,1262,4,195,5
wltn0630,1262,0,122,2
woongju0428,1262,2,170,5
yod0505,1262,3,153,6
yuiop0218,1262,3,140,5
alex204,1261,1,159,8
bjw1400,1261,3,146,7
chaeeun6437,1261,2,220,11
chogudwns,1261,1,253,7
ch_1,1261,4,163,7
ckdals12095,1261,4,172,8
cruelladevil,1261,4,276,142
dlrghks2090,1261,3,263,16
dnwo0719,1261,0,154,17
easysprjs12,1261,3,265,12
em1n137,1261,4,361,5
ethanwestdoor,1261,3,352,17
fivecarsword,1261,3,535,18
gguip7554,1261,3,319,101
gjh8760,1261,4,156,6
han2258,1261,0,148,1
heenamkang,1261,0,131,5
hhsk908,1261,3,217,28
hun1138,1261,1,233,1
jamesclerkmaxwell,1261,3,219,16
jk05117,1261,3,396,30
jypthemiracle,1261,0,140,4
koet0928,1261,2,227,10
leeemail,1261,3,138,4
lovelyoverflow,1261,3,253,7
minloof,1261,0,170,1
mskim6295,1261,3,128,9
nasfetia,1261,4,144,14
natanine,1261,1,200,6
papajsh,1261,3,283,7
pjb3873,1261,1,185,6
rancho974,1261,3,303,134
razr1919,1261,3,281,38
redjen,1261,3,186,3
riru16,1261,3,445,12
rnrnfjwl11,1261,4,220,3
rnrudxo,1261,3,131,2
s1865915,1261,3,249,3
tazo0501,1261,3,374,15
thd9464,1261,3,132,6
tmdtm11,1261,4,197,4
unooz26,1261,3,396,5
wodudfox,1261,0,94,1
wpwns,1261,3,145,4
yeop5024,1261,3,145,8
yongp99,1261,2,158,26
zzoni,1261,3,268,5
525hm,1260,0,118,0
baesj11,1260,3,685,78
bbb12388,1260,3,253,8
bjs6047,1260,2,286,6
boyunjjang1,1260,3,201,1
cho970416,1260,2,247,2
claanr5772,1260,3,403,62
davidforyou990,1260,3,141,1
dbsdud0309,1260,3,214,6
dlanrnd,1260,2,206,3
dptmf06,1260,0,155,3
dudgh9661,1260,0,215,7
frojer,1260,3,283,20
hyunsung109,1260,3,379,22
icebox999,1260,3,246,7
jangdb,1260,3,261,26
julian0802,1260,3,380,121
kirukki6,1260,3,223,10
kyia,1260,0,110,4
lns960712,1260,3,236,11
lumayi,1260,3,183,22
noah0015,1260,3,253,73
nowwhd987,1260,2,184,7
pegchrismas,1260,3,354,34
pualtix,1260,3,251,1
siwonhae,1260,3,344,9
sksms17456,1260,1,228,1
snrk2010,1260,0,118,4
songsang1998,1260,4,236,17
swinnovator,1260,3,306,2
talksis,1260,3,287,0
titiman1013,1260,0,140,6
tmdghks304,1260,3,161,6
ttobe,1260,4,188,4
wjddus0904,1260,3,154,6
wjdgmll77,1260,0,130,31
